transaction_id,transaction_ts,customer_id,customer_age,account_age_days,merchant_category,payment_method,channel,country,currency,quantity,unit_price,discount_pct,amount,num_prior_txns,is_fraud
12812,2025-07-15 07:11:09,13892,,259,travel,credit_card,online,MX,MXN,4,325.85,0.088,1188.68,7,0
10121,2025-05-31 07:53:16,13225,39.0,212,clothing,debit_card,online,AR,USD,3,24.77,0.095,65.51,2,0
8248,2025-04-15 13:07:21,14660,51.0,637,utilities,debit_card,in_store,CA,USD,5,13.03,0.038,63.34,35,0
461,2025-07-15 11:08:20,14072,32.0,614,restaurant,debit_card,in_store,MX,MXN,6,29.17,0.033,170.98,23,0
2853,2025-01-31 06:59:00,14082,50.0,1900,clothing,debit_card,in_store,CO,USD,4,25.23,0.078,91.77,72,0
16406,2025-03-11 07:25:16,13298,59.0,1451,electronics,debit_card,in_store,ES,USD,4,281.55,0.074,1040.51,56,0
5307,2025-04-17 08:30:43,13355,39.0,457,grocery,debit_card,online,MX,MXN,4,12.2,0.419,29.09,13,0
13682,2025-07-09 07:19:01,11337,51.0,530,healthcare,debit_card,online,CA,USD,3,109.57,0.07,306.68,17,0
8576,2025-02-28 02:24:11,13232,71.0,19,restaurant,debit_card,online,CA,USD,5,13.35,,62.23,0,1
12096,2025-01-26 07:57:30,14040,33.0,309,healthcare,debit_card,online,US,USD,3,14.92,0.061,41.62,14,0
18026,2025-08-29 14:05:53,13915,,93,clothing,credit_card,in_store,MX,MXN,4,11.96,0.144,41.51,2,0
786,2025-06-08 13:49:50,10705,60.0,533,electronics,credit_card,online,MX,MXN,3,183.09,0.111,487.23,21,0
15311,2025-02-25 10:51:09,11581,45.0,1249,healthcare,debit_card,in_store,BR,BRL,4,71.01,0.22,220.58,50,0
48,2025-08-30 23:54:51,10088,49.0,458,healthcare,wallet,in_store,US,USD,4,26.67,0.182,89.88,19,0
10075,2025-07-27 17:11:33,13227,33.0,38,entertainment,wallet,in_store,CA,USD,4,5.18,0.286,16.2,0,0
1198,2025-09-23 01:41:59,13905,42.0,84,restaurant,bank_transfer,online,MX,MXN,2,11.05,0.072,23.39,3,1
17703,2025-02-21 22:35:48,13908,29.0,262,entertainment,wallet,in_store,MX,MXN,3,37.96,0.253,84.64,8,0
422,2025-07-07 00:13:22,14572,45.0,398,entertainment,credit_card,online,US,USD,2,17.03,0.137,27.98,21,0
11805,2025-07-09 18:11:12,13119,20.0,360,healthcare,debit_card,in_store,BR,BRL,2,104.7,0.015,208.55,10,0
2218,2025-09-27 10:17:14,12448,31.0,1601,healthcare,wallet,online,MX,MXN,3,54.51,0.375,100.64,73,0
1113,2025-02-21 04:54:10,11966,38.0,49,clothing,credit_card,online,US,USD,6,10.51,0.352,40.09,2,0
3656,2025-05-11 04:21:39,10040,,261,clothing,debit_card,online,MX,MXN,6,56.59,0.28,244.99,10,0
9364,2025-01-13 18:54:04,14020,54.0,59,electronics,bank_transfer,in_store,US,USD,5,88.05,0.019,432.18,2,0
14723,2025-07-15 04:44:30,14568,54.0,35,restaurant,credit_card,online,US,USD,5,11.5,0.114,52.16,2,0
18519,2025-06-13 13:28:07,11640,45.0,1148,electronics,wallet,online,ES,USD,2,474.32,0.177,783.38,44,1
7296,2025-04-16 18:15:44,14889,30.0,60,entertainment,wallet,in_store,CO,USD,2,20.1,0.069,39.75,3,0
10761,2025-02-24 20:21:28,11171,36.0,60,clothing,credit_card,in_store,MX,MXN,3,54.27,0.029,158.4,1,0
7093,2025-04-24 03:26:51,11037,49.0,864,travel,credit_card,online,CO,USD,4,171.39,0.106,611.9,45,0
3480,2025-07-30 17:07:12,14742,53.0,71,clothing,debit_card,online,BR,BRL,4,54.53,0.076,200.62,4,0
14304,2025-07-18 01:56:47,14017,31.0,415,electronics,wallet,online,MX,MXN,4,259.28,0.228,800.73,13,0
10916,2025-06-24 08:18:20,10739,64.0,246,travel,credit_card,online,MX,MXN,2,186.23,0.114,329.34,7,0
8664,2025-09-11 14:50:54,14772,39.0,667,entertainment,debit_card,in_store,MX,MXN,5,43.49,,203.98,30,0
12196,2025-05-26 01:56:32,11384,32.0,1281,travel,debit_card,in_store,US,USD,4,383.49,0.095,1386.69,47,0
10058,2025-06-09 15:51:24,11420,39.0,849,grocery,bank_transfer,online,ES,USD,3,21.83,0.265,48.03,31,0
13328,2025-08-18 12:15:47,13265,,92,grocery,credit_card,online,US,USD,3,2.57,0.249,4.12,4,0
11085,2025-01-04 14:51:29,14499,25.0,303,clothing,wallet,online,BR,BRL,3,37.27,0.031,108.63,5,0
16502,2025-04-17 06:17:19,11324,48.0,224,clothing,credit_card,in_store,US,USD,4,9.73,0.151,33.32,11,0
4766,2025-02-10 18:36:44,12356,47.0,393,restaurant,debit_card,in_store,CO,USD,2,19.38,0.11,35.48,18,0
17898,2025-05-02 12:55:56,14020,55.0,292,clothing,bank_transfer,online,US,USD,3,10.8,0.08,27.11,17,0
14987,2025-01-25 05:40:00,14914,39.0,58,healthcare,credit_card,online,MX,MXN,4,18.83,0.38,46.09,2,0
3031,2025-07-17 16:21:18,12716,,292,electronics,credit_card,online,MX,MXN,3,297.65,0.211,703.1,14,0
1096,2025-01-22 09:27:29,12405,63.0,48,entertainment,debit_card,online,BR,BRL,4,9.94,,37.46,1,0
18999,2025-04-22 13:14:55,10259,45.0,712,grocery,debit_card,in_store,CA,USD,1,13.19,0.448,7.18,22,0
17298,2025-05-05 03:24:32,12129,62.0,8,healthcare,debit_card,online,CO,USD,3,130.01,0.027,379.69,2,0
13948,2025-09-14 02:05:16,13347,49.0,144,utilities,credit_card,in_store,ES,USD,2,20.31,0.036,41.59,5,0
14194,2025-05-10 07:30:54,13087,25.0,249,electronics,wallet,online,MX,MXN,2,211.38,0.065,392.59,8,0
16627,2025-02-15 03:27:23,13437,28.0,470,electronics,debit_card,online,MX,MXN,4,100.36,0.396,243.25,22,0
14559,2025-05-09 13:41:05,12369,43.0,107,utilities,credit_card,online,US,USD,3,56.95,0.121,147.92,4,0
13767,2025-01-26 07:20:34,13414,40.0,407,entertainment,debit_card,online,CA,USD,2,12.72,0.121,22.86,15,0
7553,2025-05-15 05:59:46,10781,64.0,268,restaurant,credit_card,online,MX,MXN,1,17.86,0.279,11.54,6,0
3440,2025-08-12 23:36:07,12526,40.0,808,entertainment,wallet,in_store,US,USD,3,7.04,0.049,20.83,31,0
3646,2025-05-23 18:49:35,10840,47.0,1234,healthcare,credit_card,in_store,CA,USD,3,49.06,0.056,136.33,48,0
16584,2025-09-14 08:25:37,10071,37.0,13,travel,credit_card,in_store,AR,USD,3,402.65,0.381,747.78,1,1
13843,2025-02-14 12:55:05,12631,38.0,81,restaurant,credit_card,online,MX,MXN,2,12.52,0.121,22.23,2,0
2214,2025-02-01 19:11:41,14830,31.0,343,entertainment,debit_card,in_store,MX,MXN,2,10.31,0.339,12.21,11,0
2819,2025-02-04 01:48:46,14674,54.0,91,clothing,debit_card,online,BR,BRL,3,28.22,0.063,78.56,2,0
8790,2025-04-08 17:42:04,12278,18.0,218,restaurant,debit_card,in_store,US,USD,3,27.49,0.005,83.06,12,0
155,2025-04-28 13:31:40,12696,49.0,334,restaurant,wallet,in_store,MX,MXN,1,4.36,0.058,3.31,16,0
19112,2025-01-06 05:35:53,11536,37.0,1030,electronics,wallet,in_store,MX,MXN,4,242.62,,752.9,44,0
11824,2025-01-29 15:12:35,12645,31.0,58,restaurant,credit_card,in_store,BR,BRL,5,20.7,0.06,97.64,1,0
9857,2025-03-28 12:47:29,10556,48.0,64,grocery,wallet,in_store,CA,USD,3,19.95,0.177,45.83,4,0
16757,2025-04-25 22:18:38,12052,38.0,340,restaurant,credit_card,online,US,USD,4,7.33,0.134,27.6,18,0
7472,2025-09-21 19:23:22,13461,58.0,412,healthcare,credit_card,online,,,5,55.19,0.078,254.73,14,0
17729,2025-01-07 06:30:37,13216,28.0,2006,healthcare,debit_card,in_store,MX,MXN,4,59.61,0.038,227.32,79,0
8950,2025-05-14 09:40:05,13242,35.0,1,travel,bank_transfer,in_store,CO,USD,4,422.78,0.12,1485.81,1,1
3948,2025-04-10 07:42:43,10994,26.0,405,electronics,debit_card,online,CO,USD,3,561.62,0.076,1556.31,21,0
317,2025-07-17 10:00:29,11950,39.0,117,restaurant,credit_card,in_store,BR,BRL,4,17.68,,42.36,6,0
10401,2025-09-26 06:37:58,12451,18.0,78,electronics,debit_card,in_store,MX,MXN,2,512.55,0.155,866.42,3,0
3389,2025-03-20 04:33:13,11363,34.0,125,travel,credit_card,online,,,4,689.26,0.407,1633.5,3,0
1923,2025-08-11 22:42:47,10906,34.0,250,restaurant,wallet,in_store,CA,USD,4,19.11,,71.86,4,0
17580,2025-08-10 20:32:09,10201,26.0,807,electronics,debit_card,online,MX,MXN,2,135.08,,201.6,38,0
8781,2025-05-26 15:49:30,11095,26.0,316,restaurant,credit_card,online,MX,MXN,4,25.27,0.266,73.79,9,0
14730,2025-02-19 18:32:11,12256,59.0,545,utilities,credit_card,in_store,MX,MXN,2,44.32,0.204,69.33,20,0
3067,2025-08-12 19:06:41,14508,30.0,203,entertainment,credit_card,in_store,CO,USD,4,8.25,0.221,27.14,11,0
13362,2025-06-28 06:30:31,14715,56.0,2,grocery,credit_card,in_store,CA,USD,4,4.99,0.019,21.07,1,0
13701,2025-04-04 01:01:18,13736,56.0,793,utilities,credit_card,in_store,CA,USD,1,8.64,0.017,9.35,28,0
5709,2025-05-25 23:11:41,13386,54.0,177,clothing,bank_transfer,in_store,MX,MXN,3,22.88,0.204,55.33,7,0
10925,2025-01-12 18:05:40,12235,61.0,739,healthcare,debit_card,online,MX,MXN,4,123.73,0.067,460.13,33,0
875,2025-07-08 05:39:46,10493,38.0,692,grocery,credit_card,in_store,US,USD,3,26.77,0.404,46.55,21,0
11457,2025-04-22 03:59:10,14592,44.0,219,healthcare,credit_card,in_store,MX,MXN,3,66.2,,201.04,9,0
12460,2025-04-28 21:50:49,14217,,598,utilities,wallet,in_store,ES,USD,4,21.2,0.08,76.54,29,0
2725,2025-08-02 14:55:57,11766,50.0,12,healthcare,wallet,online,MX,MXN,5,27.72,0.386,83.96,1,0
18688,2025-02-24 20:46:32,11367,52.0,304,grocery,debit_card,in_store,AR,USD,5,4.06,0.181,18.71,14,0
3229,2025-07-19 01:56:21,12320,18.0,766,restaurant,credit_card,in_store,CA,USD,3,22.42,0.188,57.1,18,0
14202,2025-04-02 06:44:45,10785,41.0,398,travel,bank_transfer,online,AR,USD,3,504.53,0.083,1389.41,16,0
3321,2025-01-23 21:19:29,12074,33.0,45,restaurant,wallet,online,CA,USD,4,15.18,,54.62,3,0
17969,2025-05-15 06:21:27,12128,47.0,8,entertainment,credit_card,in_store,US,USD,1,30.05,0.122,28.67,0,0
626,2025-03-04 13:44:19,12402,68.0,1379,clothing,debit_card,online,MX,MXN,4,13.46,0.214,41.95,61,0
14130,2025-04-12 21:08:15,14389,50.0,114,grocery,credit_card,online,US,USD,4,8.57,0.104,28.4,3,1
5056,2025-09-01 00:16:19,12922,43.0,135,electronics,debit_card,online,CA,USD,3,167.55,0.097,453.99,7,0
